index,sourcetype,EventCode,Event_Description,timestamp,User,badge_access
security,history_access,,Access,2023-06-02 13:14:11.227166,,0
security,history_access,,Access,2023-05-31 14:40:11.227169,,1
security,history_access,,Access,2023-05-27 19:03:11.227171,,1
security,history_access,,Access,2023-05-28 21:56:11.227173,,1
security,history_access,,Access,2023-06-01 08:24:11.227174,,0
security,history_access,,Access,2023-05-28 05:37:11.227176,,1
security,win*,1379,,2023-06-02 16:36:11.227178,,0
security,history_access,,Access,2023-06-03 15:02:11.227180,,1
security,history_access,,Access,2023-05-30 05:16:11.227182,,0
security,win*,2253,,2023-05-29 01:18:11.227184,,1
security,win*,581,,2023-06-03 03:11:11.227186,,0
security,history_access,,Access,2023-05-29 16:56:11.227188,,0
security,win*,1961,,2023-05-31 08:29:11.227189,,1
security,history_access,,Access,2023-06-01 02:27:11.227192,,0
security,history_access,,Access,2023-05-28 03:21:11.227193,,0
security,history_access,,Access,2023-05-31 09:06:11.227195,,1
security,win*,3331,,2023-05-29 16:42:11.227197,,0
security,win*,1662,,2023-05-31 14:07:11.227199,,0
security,history_access,,Access,2023-05-27 22:19:11.227201,,0
security,history_access,,Access,2023-05-31 16:55:11.227203,,1
security,win*,3097,,2023-05-30 21:52:11.227205,,0
security,win*,4617,,2023-05-31 16:47:11.227207,,0
security,history_access,,Access,2023-06-03 11:18:11.227209,,0
security,win*,3510,,2023-06-01 02:24:11.227211,,1
security,win*,2965,,2023-06-03 04:55:11.227213,,0
security,win*,1117,,2023-05-28 19:52:11.227215,,1
security,win*,1962,,2023-05-30 04:18:11.227217,,1
security,win*,885,,2023-05-29 02:17:11.227219,,1
security,win*,4342,,2023-05-30 16:38:11.227221,,0
security,win*,3549,,2023-06-01 16:58:11.227223,,0
security,history_access,,Access,2023-05-29 19:50:11.227225,,1
security,history_access,,Access,2023-05-31 01:30:11.227227,,1
security,win*,4165,,2023-06-02 13:00:11.227229,,0
security,win*,3011,,2023-05-29 15:07:11.227231,,0
security,win*,3263,,2023-05-31 05:04:11.227233,,0
security,win*,2232,,2023-05-30 22:19:11.227235,,1
security,history_access,,Access,2023-06-01 12:55:11.227237,,0
security,win*,1246,,2023-05-30 19:27:11.227239,,0
security,win*,3734,,2023-05-29 17:24:11.227241,,1
security,history_access,,Access,2023-05-31 15:00:11.227243,,0
security,win*,2473,,2023-05-28 09:13:11.227245,,0
security,history_access,,Access,2023-05-28 05:50:11.227247,,1
security,history_access,,Access,2023-05-31 02:06:11.227249,,1
security,win*,2233,,2023-05-29 17:00:11.227250,,0
security,win*,3249,,2023-05-28 02:45:11.227252,,0
security,history_access,,Access,2023-05-29 00:14:11.227255,,1
security,win*,3596,,2023-05-28 10:58:11.227256,,0
security,history_access,,Access,2023-05-27 18:26:11.227258,,1
security,history_access,,Access,2023-06-02 04:31:11.227260,,0
security,history_access,,Access,2023-05-28 23:40:11.227262,,1
security,history_access,,Access,2023-05-31 01:56:11.227264,,1
security,history_access,,Access,2023-05-30 19:18:11.227265,,1
security,history_access,,Access,2023-05-31 08:21:11.227267,,0
security,history_access,,Access,2023-06-01 20:34:11.227269,,0
security,history_access,,Access,2023-06-02 14:20:11.227271,,0
security,history_access,,Access,2023-05-31 23:28:11.227272,,0
security,history_access,,Access,2023-05-31 09:41:11.227274,,1
security,history_access,,Access,2023-05-29 02:21:11.227276,,1
security,history_access,,Access,2023-05-29 12:01:11.227278,,0
security,history_access,,Access,2023-05-30 23:10:11.227280,,0
security,history_access,,Access,2023-05-31 22:21:11.227281,,0
security,win*,1777,,2023-06-02 10:09:11.227283,,0
security,win*,2326,,2023-06-01 12:31:11.227285,,0
security,history_access,,Access,2023-05-28 09:49:11.227287,,0
security,history_access,,Access,2023-06-01 01:26:11.227289,,0
security,win*,789,,2023-06-02 19:45:11.227292,,0
security,history_access,,Access,2023-06-02 12:23:11.227295,,1
security,history_access,,Access,2023-05-30 01:33:11.227296,,0
security,win*,1562,,2023-05-31 20:38:11.227298,,0
security,history_access,,Access,2023-05-27 22:42:11.227300,,0
security,win*,3742,,2023-06-03 02:02:11.227302,,0
security,win*,2316,,2023-06-03 09:07:11.227304,,1
security,win*,3850,,2023-06-02 10:55:11.227307,,1
security,win*,1661,,2023-06-02 09:09:11.227309,,0
security,history_access,,Access,2023-06-01 01:21:11.227311,,1
security,win*,3561,,2023-06-03 03:33:11.227312,,1
security,win*,3654,,2023-05-28 12:51:11.227314,,1
security,win*,3723,,2023-05-27 21:20:11.227317,,0
security,win*,1809,,2023-05-31 21:09:11.227319,,0
security,win*,3380,,2023-05-29 21:40:11.227323,,0
security,win*,1670,,2023-05-31 18:49:11.227325,,0
security,history_access,,Access,2023-06-03 04:08:11.227327,,0
security,history_access,,Access,2023-05-27 18:15:11.227329,,1
security,history_access,,Access,2023-05-28 15:02:11.227331,,0
security,win*,818,,2023-06-02 23:14:11.227333,,0
security,win*,963,,2023-05-29 19:16:11.227335,,0
security,history_access,,Access,2023-05-29 22:12:11.227337,,1
security,win*,2012,,2023-05-28 17:10:11.227339,,1
security,history_access,,Access,2023-05-30 00:33:11.227341,,0
security,history_access,,Access,2023-06-01 14:46:11.227343,,0
security,win*,1165,,2023-05-31 20:04:11.227344,,0
security,win*,4236,,2023-05-28 09:43:11.227346,,1
security,history_access,,Access,2023-05-30 01:14:11.227349,,1
security,win*,3440,,2023-05-31 03:48:11.227351,,1
security,history_access,,Access,2023-05-30 06:34:11.227353,,1
security,history_access,,Access,2023-05-31 03:47:11.227354,,0
security,history_access,,Access,2023-05-30 01:18:11.227356,,1
security,win*,1439,,2023-05-30 13:26:11.227358,,0
security,history_access,,Access,2023-06-01 13:38:11.227360,,1
security,history_access,,Access,2023-05-29 00:18:11.227362,,0
security,history_access,,Access,2023-05-31 22:04:11.227364,,1
security,win*,1329,,2023-05-28 12:45:11.227366,,1
security,history_access,,Access,2023-06-03 02:57:11.227368,,0
security,history_access,,Access,2023-06-01 16:42:11.227370,,1
security,history_access,,Access,2023-05-27 21:56:11.227372,,0
security,win*,2953,,2023-05-31 06:18:11.227374,,0
security,history_access,,Access,2023-05-30 03:25:11.227376,,1
security,win*,928,,2023-05-31 02:47:11.227379,,1
security,history_access,,Access,2023-06-03 05:27:11.227381,,0
security,win*,1414,,2023-05-29 20:55:11.227382,,1
security,history_access,,Access,2023-06-03 13:07:11.227385,,1
security,history_access,,Access,2023-06-02 03:08:11.227387,,0
security,win*,1599,,2023-05-29 14:04:11.227389,,0
security,win*,2660,,2023-05-29 10:40:11.227391,,1
security,win*,2749,,2023-06-02 04:04:11.227393,,0
security,win*,3220,,2023-06-03 10:49:11.227396,,0
security,win*,3634,,2023-06-02 06:15:11.227398,,0
security,win*,1629,,2023-06-03 06:41:11.227400,,1
security,win*,2807,,2023-06-01 08:52:11.227402,,0
security,win*,3549,,2023-05-28 15:11:11.227404,,1
security,history_access,,Access,2023-05-28 11:41:11.227406,,0
security,history_access,,Access,2023-05-28 15:59:11.227408,,1
security,win*,4423,,2023-05-29 20:58:11.227410,,1
security,win*,2590,,2023-06-02 16:44:11.227412,,1
security,history_access,,Access,2023-05-30 05:04:11.227414,,1
security,history_access,,Access,2023-06-01 23:21:11.227416,,1
security,win*,1461,,2023-05-31 21:18:11.227417,,1
security,win*,2573,,2023-05-28 10:21:11.227420,,1
security,win*,3893,,2023-06-03 12:46:11.227422,,1
security,history_access,,Access,2023-06-01 01:16:11.227424,,0
security,history_access,,Access,2023-06-01 00:31:11.227426,,0
security,win*,3489,,2023-05-28 06:15:11.227428,,1
security,history_access,,Access,2023-05-30 13:15:11.227430,,1
security,win*,3425,,2023-05-29 00:54:11.227431,,0
security,win*,835,,2023-06-03 08:04:11.227434,,0
security,history_access,,Access,2023-06-01 02:56:11.227436,,1
security,history_access,,Access,2023-05-31 11:50:11.227437,,0
security,history_access,,Access,2023-06-03 00:46:11.227439,,0
security,win*,2424,,2023-05-30 12:26:11.227441,,0
security,win*,2784,,2023-06-01 19:03:11.227443,,1
security,history_access,,Access,2023-05-30 05:13:11.227445,,1
security,win*,2365,,2023-05-29 16:51:11.227447,,1
security,win*,4185,,2023-05-28 13:36:11.227449,,1
security,history_access,,Access,2023-05-29 21:13:11.227451,,0
security,win*,2819,,2023-05-29 22:16:11.227453,,0
security,win*,957,,2023-06-01 10:01:11.227455,,0
security,win*,949,,2023-05-27 20:00:11.227457,,0
security,win*,728,,2023-06-03 00:19:11.227459,,0
security,history_access,,Access,2023-05-31 10:09:11.227463,,1
security,history_access,,Access,2023-05-30 20:56:11.227464,,0
security,history_access,,Access,2023-06-02 23:51:11.227466,,1
security,history_access,,Access,2023-05-28 18:45:11.227468,,1
security,win*,2804,,2023-05-30 19:44:11.227470,,0
security,history_access,,Access,2023-06-02 21:47:11.227472,,1
security,win*,3565,,2023-06-01 01:01:11.227474,,0
security,win*,629,,2023-05-31 03:58:11.227476,,0
security,history_access,,Access,2023-05-30 14:27:11.227478,,0
security,history_access,,Access,2023-06-03 03:06:11.227481,,1
security,history_access,,Access,2023-05-27 22:06:11.227483,,1
security,history_access,,Access,2023-05-27 23:38:11.227485,,0
security,history_access,,Access,2023-06-02 09:17:11.227487,,1
security,win*,1782,,2023-05-27 21:15:11.227488,,1
security,win*,1323,,2023-05-31 18:04:11.227491,,0
security,win*,2715,,2023-05-28 17:47:11.227493,,1
security,win*,3050,,2023-06-02 19:38:11.227495,,0
security,history_access,,Access,2023-06-02 16:07:11.227497,,0
security,history_access,,Access,2023-05-27 18:45:11.227499,,0
security,history_access,,Access,2023-06-01 15:50:11.227501,,1
security,win*,1593,,2023-05-28 19:08:11.227503,,0
security,win*,1401,,2023-05-29 16:08:11.227505,,1
security,win*,4411,,2023-05-28 02:01:11.227508,,1
security,win*,4609,,2023-06-01 18:00:11.227510,,1
security,history_access,,Access,2023-05-31 22:41:11.227512,,0
security,win*,2764,,2023-05-31 04:45:11.227514,,1
security,win*,1205,,2023-05-29 10:58:11.227516,,0
security,win*,4139,,2023-05-29 14:53:11.227518,,1
security,history_access,,Access,2023-06-01 18:46:11.227520,,1
security,history_access,,Access,2023-06-01 10:42:11.227522,,1
security,history_access,,Access,2023-06-01 17:55:11.227524,,1
security,history_access,,Access,2023-05-31 06:47:11.227526,,1
security,history_access,,Access,2023-05-30 05:04:11.227528,,1
security,history_access,,Access,2023-05-30 02:08:11.227530,,0
security,win*,962,,2023-06-02 16:20:11.227532,,1
security,win*,3767,,2023-05-28 05:09:11.227534,,0
security,win*,4355,,2023-06-03 08:04:11.227536,,1
security,history_access,,Access,2023-06-03 13:47:11.227538,,0
security,history_access,,Access,2023-05-31 16:43:11.227540,,1
security,history_access,,Access,2023-05-29 05:02:11.227542,,0
security,history_access,,Access,2023-06-02 09:28:11.227543,,1
security,win*,2851,,2023-05-31 10:44:11.227545,,0
security,history_access,,Access,2023-05-31 16:18:11.227547,,1
security,win*,3958,,2023-05-31 09:36:11.227549,,1
security,win*,3601,,2023-05-31 03:44:11.227551,,1
security,win*,1634,,2023-05-29 15:35:11.227553,,0
security,win*,4202,,2023-06-01 06:17:11.227555,,1
security,history_access,,Access,2023-05-30 20:24:11.227557,,0
security,history_access,,Access,2023-06-03 02:32:11.227559,,1
security,win*,1585,,2023-05-28 20:32:11.227561,,0
security,history_access,,Access,2023-05-30 23:58:11.227563,,1
security,history_access,,Access,2023-06-02 16:24:11.227564,,1
security,win*,4233,,2023-05-28 12:07:11.227566,,1
security,history_access,,Access,2023-05-31 23:36:11.227568,,1
security,history_access,,Access,2023-05-31 07:23:11.227570,,1
security,history_access,,Access,2023-05-29 23:59:11.227572,,0
security,win*,4416,,2023-06-02 14:54:11.227573,,0
security,history_access,,Access,2023-05-29 14:57:11.227576,,0
security,history_access,,Access,2023-06-01 04:28:11.227577,,1
security,history_access,,Access,2023-06-02 12:12:11.227579,,0
security,history_access,,Access,2023-06-03 06:52:11.227581,,1
security,win*,619,,2023-05-28 05:23:11.227582,,0
security,win*,2408,,2023-05-30 03:06:11.227584,,0
security,history_access,,Access,2023-05-28 06:40:11.227587,,1
security,history_access,,Access,2023-05-29 07:08:11.227589,,0
security,win*,2258,,2023-06-03 12:44:11.227590,,1
security,win*,4228,,2023-05-28 21:57:11.227592,,1
security,win*,3743,,2023-06-01 05:33:11.227595,,1
security,win*,4199,,2023-05-30 11:45:11.227597,,1
security,history_access,,Access,2023-06-03 07:34:11.227599,,0
security,history_access,,Access,2023-05-28 07:59:11.227600,,1
security,history_access,,Access,2023-05-30 14:06:11.227602,,0
security,history_access,,Access,2023-05-31 02:11:11.227604,,1
security,history_access,,Access,2023-06-01 21:28:11.227606,,0
security,history_access,,Access,2023-06-02 15:46:11.227608,,0
security,history_access,,Access,2023-05-30 08:08:11.227609,,0
security,history_access,,Access,2023-05-30 00:22:11.227611,,0
security,history_access,,Access,2023-06-03 06:35:11.227613,,1
security,history_access,,Access,2023-05-28 00:43:11.227615,,0
security,win*,3229,,2023-06-02 01:21:11.227616,,1
security,win*,3227,,2023-05-31 04:33:11.227618,,0
security,win*,4362,,2023-06-01 06:29:11.227620,,1
security,history_access,,Access,2023-05-28 19:29:11.227623,,1
security,history_access,,Access,2023-06-03 13:01:11.227624,,0
security,history_access,,Access,2023-06-03 05:47:11.227626,,1
security,win*,2044,,2023-06-03 05:14:11.227628,,0
security,history_access,,Access,2023-05-30 17:07:11.227630,,1
security,win*,3721,,2023-05-31 23:07:11.227633,,0
security,history_access,,Access,2023-05-31 19:43:11.227635,,1
security,history_access,,Access,2023-06-02 17:00:11.227637,,1
security,history_access,,Access,2023-05-29 17:06:11.227639,,1
security,win*,2695,,2023-06-01 10:31:11.227640,,0
security,history_access,,Access,2023-06-02 09:28:11.227642,,0
security,win*,903,,2023-06-01 02:13:11.227644,,0
security,win*,2457,,2023-06-03 06:00:11.227646,,1
security,history_access,,Access,2023-06-03 12:39:11.227648,,0
security,history_access,,Access,2023-05-31 22:05:11.227650,,1
security,history_access,,Access,2023-05-28 05:43:11.227652,,1
security,history_access,,Access,2023-05-28 14:25:11.227654,,1
security,win*,986,,2023-05-29 23:18:11.227655,,1
security,win*,3826,,2023-06-02 08:01:11.227658,,1
security,history_access,,Access,2023-05-29 21:26:11.227660,,0
security,history_access,,Access,2023-06-03 13:32:11.227662,,0
security,win*,3469,,2023-05-29 02:34:11.227663,,0
security,win*,3013,,2023-05-29 05:10:11.227666,,1
security,win*,3253,,2023-06-02 18:37:11.227668,,1
security,history_access,,Access,2023-05-28 10:23:11.227670,,0
security,win*,1169,,2023-05-31 04:17:11.227672,,0
security,win*,2676,,2023-05-28 12:48:11.227674,,0
security,history_access,,Access,2023-05-28 14:48:11.227676,,0
security,win*,573,,2023-05-31 08:27:11.227678,,1
security,win*,3630,,2023-05-31 12:02:11.227680,,1
security,history_access,,Access,2023-06-01 09:09:11.227682,,0
security,win*,4436,,2023-05-30 09:02:11.227684,,1
security,history_access,,Access,2023-06-02 23:32:11.227686,,1
security,win*,2353,,2023-05-28 20:18:11.227687,,1
security,win*,3224,,2023-06-01 18:10:11.227690,,0
security,history_access,,Access,2023-06-01 20:02:11.227692,,1
security,win*,3171,,2023-05-29 09:23:11.227693,,1
security,history_access,,Access,2023-05-31 19:07:11.227696,,0
security,history_access,,Access,2023-05-29 11:51:11.227698,,0
security,win*,703,,2023-06-03 08:14:11.227699,,0
security,win*,4145,,2023-05-28 22:36:11.227701,,1
security,history_access,,Access,2023-06-03 13:44:11.227703,,0
security,win*,2418,,2023-06-01 15:21:11.227705,,0
security,win*,2380,,2023-05-29 10:37:11.227707,,1
security,win*,4513,,2023-05-29 11:28:11.227709,,1
security,history_access,,Access,2023-06-01 01:08:11.227711,,0
security,win*,4612,,2023-05-30 03:12:11.227713,,1
security,win*,1878,,2023-05-28 20:31:11.227715,,0
security,win*,3165,,2023-05-31 19:33:11.227717,,0
security,history_access,,Access,2023-06-01 07:37:11.227719,,0
security,win*,603,,2023-05-29 05:22:11.227721,,0
security,history_access,,Access,2023-05-29 20:26:11.227723,,1
security,history_access,,Access,2023-05-28 16:47:11.227725,,1
security,win*,1293,,2023-05-30 23:06:11.227726,,1
security,win*,2669,,2023-05-29 01:46:11.227728,,0
security,win*,1836,,2023-05-31 06:03:11.227730,,0
security,history_access,,Access,2023-06-01 19:38:11.227733,,0
security,win*,2683,,2023-05-27 23:18:11.227734,,0
security,history_access,,Access,2023-06-02 23:30:11.227737,,1
security,history_access,,Access,2023-05-30 00:29:11.227738,,1
security,win*,3860,,2023-05-31 06:57:11.227740,,0
security,history_access,,Access,2023-06-03 10:30:11.227742,,0
security,history_access,,Access,2023-05-28 23:49:11.227744,,0
security,history_access,,Access,2023-05-31 21:37:11.227746,,1
security,win*,1712,,2023-05-28 21:28:11.227747,,1
security,history_access,,Access,2023-06-03 05:23:11.227749,,0
security,history_access,,Access,2023-05-29 20:29:11.227751,,0
security,win*,1740,,2023-06-02 11:52:11.227753,,1
security,win*,4012,,2023-05-28 12:47:11.227755,,1
security,win*,3106,,2023-05-28 03:41:11.227757,,1
security,history_access,,Access,2023-06-02 18:59:11.227759,,1
security,win*,2339,,2023-05-29 16:39:11.227761,,1
security,history_access,,Access,2023-05-28 19:27:11.227763,,1
security,history_access,,Access,2023-06-02 10:42:11.227764,,0
security,win*,1420,,2023-06-01 15:47:11.227766,,0
security,win*,2028,,2023-06-01 05:58:11.227768,,1
security,win*,4215,,2023-05-31 04:27:11.227770,,1
security,history_access,,Access,2023-05-28 16:18:11.227772,,1
security,history_access,,Access,2023-05-28 12:45:11.227774,,0
security,win*,3918,,2023-05-29 17:07:11.227776,,0
security,history_access,,Access,2023-06-02 00:59:11.227779,,0
security,win*,1603,,2023-05-29 08:55:11.227780,,0
security,win*,3943,,2023-05-30 16:50:11.227782,,1
security,win*,3077,,2023-05-31 11:27:11.227786,,1
security,win*,2988,,2023-05-31 03:25:11.227788,,1
security,history_access,,Access,2023-05-30 15:10:11.227790,,0
security,history_access,,Access,2023-05-28 21:19:11.227791,,1
security,win*,563,,2023-05-30 23:10:11.227793,,0
security,history_access,,Access,2023-06-02 12:10:11.227795,,1
security,history_access,,Access,2023-06-02 08:40:11.227797,,0
security,history_access,,Access,2023-06-01 22:24:11.227799,,1
security,history_access,,Access,2023-05-29 00:45:11.227801,,0
security,history_access,,Access,2023-05-28 04:18:11.227802,,1
security,win*,2073,,2023-05-29 19:16:11.227804,,0
security,history_access,,Access,2023-05-28 13:20:11.227806,,1
security,win*,849,,2023-06-03 04:50:11.227808,,1
security,history_access,,Access,2023-05-31 11:28:11.227810,,0
security,win*,1002,,2023-05-28 23:29:11.227812,,0
security,win*,4224,,2023-06-02 10:28:11.227814,,0
security,history_access,,Access,2023-06-03 09:47:11.227816,,0
security,history_access,,Access,2023-06-03 07:10:11.227818,,0
security,win*,1982,,2023-05-30 09:18:11.227820,,1
security,win*,2619,,2023-05-31 13:51:11.227822,,0
security,win*,3253,,2023-05-31 22:14:11.227824,,1
security,win*,2640,,2023-05-29 19:34:11.227826,,0
security,history_access,,Access,2023-05-29 02:31:11.227828,,1
security,win*,3849,,2023-06-01 08:45:11.227830,,1
security,history_access,,Access,2023-06-01 16:45:11.227832,,0
security,history_access,,Access,2023-06-02 08:02:11.227834,,1
security,history_access,,Access,2023-05-29 09:13:11.227836,,0
security,history_access,,Access,2023-06-03 08:51:11.227838,,1
security,win*,2136,,2023-05-28 18:16:11.227839,,0
security,history_access,,Access,2023-06-02 00:11:11.227842,,1
security,history_access,,Access,2023-05-28 20:57:11.227843,,0
security,history_access,,Access,2023-05-27 19:39:11.227845,,1
security,win*,2670,,2023-06-01 00:15:11.227847,,1
security,history_access,,Access,2023-06-01 15:46:11.227849,,0
security,win*,1516,,2023-06-01 18:43:11.227850,,0
security,history_access,,Access,2023-05-29 23:42:11.227852,,1
security,history_access,,Access,2023-05-30 11:23:11.227854,,0
security,history_access,,Access,2023-06-02 01:35:11.227856,,0
security,history_access,,Access,2023-06-01 23:03:11.227857,,0
security,history_access,,Access,2023-05-29 18:19:11.227859,,0
security,win*,4318,,2023-05-28 11:45:11.227861,,0
security,win*,823,,2023-05-30 19:24:11.227863,,0
security,history_access,,Access,2023-06-03 05:43:11.227865,,0
security,history_access,,Access,2023-05-28 07:22:11.227867,,0
security,win*,2609,,2023-06-03 02:50:11.227868,,0
security,history_access,,Access,2023-05-29 17:03:11.227871,,1
security,history_access,,Access,2023-05-29 07:24:11.227872,,0
security,history_access,,Access,2023-05-28 16:38:11.227874,,0
security,win*,1260,,2023-06-03 02:13:11.227876,,1
security,win*,928,,2023-06-01 11:07:11.227878,,1
security,history_access,,Access,2023-06-02 13:19:11.227880,,1
security,history_access,,Access,2023-05-30 15:54:11.227882,,0
security,history_access,,Access,2023-05-30 13:32:11.227884,,0
security,win*,2800,,2023-06-02 19:46:11.227885,,0
security,history_access,,Access,2023-05-31 00:42:11.227888,,0
security,win*,2529,,2023-06-01 05:02:11.227889,,0
security,win*,4396,,2023-06-01 11:51:11.227892,,0
security,win*,4193,,2023-06-02 23:35:11.227894,,1
security,win*,1398,,2023-05-31 03:28:11.227896,,1
security,win*,1971,,2023-05-30 11:20:11.227898,,1
security,history_access,,Access,2023-06-03 01:42:11.227900,,1
security,win*,1723,,2023-06-01 20:01:11.227902,,1
security,history_access,,Access,2023-05-28 08:41:11.227904,,0
security,history_access,,Access,2023-05-28 23:12:11.227906,,1
security,win*,2940,,2023-05-30 04:29:11.227908,,0
security,history_access,,Access,2023-05-29 00:29:11.227910,,0
security,history_access,,Access,2023-05-28 23:19:11.227912,,1
security,history_access,,Access,2023-05-30 17:38:11.227913,,1
security,win*,545,,2023-05-31 16:07:11.227915,,0
security,win*,3672,,2023-06-02 20:31:11.227917,,0
security,win*,4268,,2023-05-28 02:57:11.227919,,0
security,win*,1833,,2023-06-01 13:22:11.227921,,0
security,win*,3646,,2023-06-01 13:49:11.227924,,0
security,win*,1853,,2023-05-30 14:48:11.227926,,0
security,win*,1005,,2023-06-03 05:13:11.227928,,1
security,win*,4004,,2023-06-02 12:07:11.227930,,1
security,history_access,,Access,2023-06-02 11:27:11.227932,,0
security,history_access,,Access,2023-06-01 20:56:11.227934,,1
security,win*,4591,,2023-05-31 18:09:11.227936,,0
security,win*,3961,,2023-05-30 15:00:11.227939,,0
security,history_access,,Access,2023-06-01 04:57:11.227941,,1
security,win*,1114,,2023-05-28 15:25:11.227943,,1
security,win*,3165,,2023-05-29 14:24:11.227945,,1
security,history_access,,Access,2023-06-01 20:45:11.227947,,1
security,history_access,,Access,2023-06-02 15:20:11.227949,,1
security,history_access,,Access,2023-06-01 07:49:11.227951,,1
security,win*,694,,2023-06-02 01:16:11.227952,,1
security,history_access,,Access,2023-05-31 18:52:11.227954,,1
security,history_access,,Access,2023-05-31 23:07:11.227956,,0
security,history_access,,Access,2023-05-30 19:46:11.227958,,1
security,history_access,,Access,2023-05-28 23:33:11.227961,,1
security,history_access,,Access,2023-05-31 17:27:11.227963,,0
security,win*,1674,,2023-05-28 15:11:11.227966,,0
security,history_access,,Access,2023-05-29 10:46:11.227968,,0
security,win*,3554,,2023-06-02 04:39:11.227970,,0
security,history_access,,Access,2023-05-31 22:18:11.227972,,1
security,win*,681,,2023-05-27 21:17:11.227974,,1
security,win*,2848,,2023-06-01 09:18:11.227976,,1
security,win*,4102,,2023-05-28 13:20:11.227978,,0
security,history_access,,Access,2023-05-29 11:03:11.227980,,1
security,win*,2918,,2023-05-30 23:51:11.227982,,0
security,win*,2587,,2023-05-30 07:36:11.227984,,0
security,history_access,,Access,2023-05-31 07:01:11.227986,,1
security,win*,1338,,2023-05-29 11:59:11.227988,,1
security,history_access,,Access,2023-05-31 17:26:11.227990,,0
security,win*,3726,,2023-05-31 23:43:11.227992,,1
security,history_access,,Access,2023-05-31 17:25:11.227994,,1
security,history_access,,Access,2023-06-02 19:20:11.227996,,0
security,history_access,,Access,2023-06-02 15:32:11.227998,,1
security,history_access,,Access,2023-05-28 20:37:11.228000,,1
security,win*,2295,,2023-05-28 05:25:11.228002,,1
security,history_access,,Access,2023-05-28 08:27:11.228004,,0
security,win*,2026,,2023-06-02 06:45:11.228006,,0
security,history_access,,Access,2023-05-30 21:27:11.228008,,0
security,history_access,,Access,2023-06-03 12:12:11.228009,,0
security,win*,3686,,2023-05-31 21:12:11.228011,,0
security,history_access,,Access,2023-05-28 15:58:11.228013,,1
security,history_access,,Access,2023-05-29 11:31:11.228015,,1
security,win*,1095,,2023-06-01 19:15:11.228016,,1
security,history_access,,Access,2023-05-29 22:47:11.228019,,0
security,win*,2792,,2023-06-03 13:34:11.228020,,1
security,win*,3437,,2023-06-01 08:16:11.228023,,0
security,history_access,,Access,2023-05-29 05:01:11.228025,,0
security,win*,1762,,2023-05-27 19:54:11.228027,,0
security,history_access,,Access,2023-06-03 14:21:11.228029,,0
security,win*,2990,,2023-05-30 20:33:11.228030,,0
security,win*,4363,,2023-06-03 00:50:11.228032,,0
security,history_access,,Access,2023-05-31 15:48:11.228035,,1
security,history_access,,Access,2023-05-29 21:06:11.228036,,0
security,win*,2944,,2023-05-31 12:33:11.228038,,1
security,history_access,,Access,2023-05-29 01:31:11.228040,,1
security,history_access,,Access,2023-05-28 07:17:11.228042,,1
security,win*,4503,,2023-05-29 14:33:11.228044,,1
security,win*,2493,,2023-06-01 02:31:11.228046,,1
security,win*,3096,,2023-05-28 14:24:11.228048,,0
security,history_access,,Access,2023-06-01 22:44:11.228050,,1
security,win*,1066,,2023-05-30 16:50:11.228052,,0
security,win*,2785,,2023-06-02 22:28:11.228054,,0
security,win*,3639,,2023-05-29 05:15:11.228056,,0
security,win*,3772,,2023-05-28 11:43:11.228058,,0
security,history_access,,Access,2023-05-29 11:42:11.228060,,0
security,history_access,,Access,2023-05-28 12:48:11.228062,,1
security,history_access,,Access,2023-05-31 00:01:11.228064,,1
security,history_access,,Access,2023-06-01 18:33:11.228065,,0
security,history_access,,Access,2023-06-02 04:47:11.228067,,0
security,history_access,,Access,2023-06-01 05:29:11.228069,,0
security,history_access,,Access,2023-05-28 11:00:11.228071,,1
security,history_access,,Access,2023-05-30 00:18:11.228072,,0
security,win*,4357,,2023-05-31 10:46:11.228074,,1
security,win*,1088,,2023-05-28 21:00:11.228076,,1
security,win*,4044,,2023-05-29 08:16:11.228078,,0
security,win*,3148,,2023-06-02 11:05:11.228080,,0
security,win*,1456,,2023-05-28 07:15:11.228082,,0
security,history_access,,Access,2023-05-30 09:57:11.228084,,0
security,win*,3480,,2023-05-29 22:37:11.228086,,1
security,win*,2626,,2023-05-30 15:04:11.228088,,1
security,win*,4283,,2023-05-28 06:00:11.228092,,0
security,win*,1245,,2023-05-30 19:31:11.228094,,1
security,win*,1243,,2023-05-31 14:10:11.228096,,1
security,win*,1645,,2023-06-01 09:34:11.228098,,0
security,history_access,,Access,2023-06-03 02:55:11.228100,,1
security,win*,1698,,2023-06-02 18:03:11.228102,,1
security,history_access,,Access,2023-05-31 04:14:11.228104,,1
security,win*,2639,,2023-05-28 18:08:11.228105,,0
security,history_access,,Access,2023-05-31 17:40:11.228107,,1
security,history_access,,Access,2023-05-31 01:44:11.228109,,0
security,history_access,,Access,2023-05-29 00:13:11.228111,,1
security,history_access,,Access,2023-05-28 16:36:11.228113,,1
security,history_access,,Access,2023-06-02 03:24:11.228114,,1
security,win*,3758,,2023-06-02 22:25:11.228116,,0
security,history_access,,Access,2023-06-02 17:09:11.228118,,1
security,history_access,,Access,2023-06-01 21:26:11.228120,,0
security,history_access,,Access,2023-06-01 05:05:11.228122,,1
security,history_access,,Access,2023-05-31 04:47:11.228123,,0
security,win*,1902,,2023-05-30 04:55:11.228125,,0
security,win*,3942,,2023-05-30 06:31:11.228127,,1
security,win*,645,,2023-05-31 09:00:11.228129,,1
